tbl,quart,origincity,destcity,origin,destination,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,numrecs
Table 6,20074,42650,97390,"Kansas City, Missouri, USA","White Plains, New York, USA",1116,21.41304348,170.7152284,AA,24.87309645,159.5159184,DL,19.79695432,135.4420513,4491
Table 6,20074,42650,97780,"Kansas City, Missouri, USA","Wilmington, North Carolina, USA",993,20.2173913,176.8337097,US,81.72043011,180.2777632,DL,17.74193548,163.2254546,4492
Table 6,20074,44060,51410,"Key West, Florida, USA","Los Angeles, California, USA",2292,12.5,357.0071304,AA,73.04347826,372.5210714,AA,73.04347826,372.5210714,4493
Table 6,20074,44060,57560,"Key West, Florida, USA","Miami, Florida, USA",126,25.54347826,157.1840851,AA,99.14893617,156.9166524,AA,99.14893617,156.9166524,4494
Table 6,20074,44060,57970,"Key West, Florida, USA","Minneapolis/St.Paul, Minnesota, USA",1542,17.5,257.3206211,DL,45.96273292,221.1581081,DL,45.96273292,221.1581081,4495
Table 6,20074,44060,63760,"Key West, Florida, USA","New York, New York, USA",1207,110.5434783,253.5819469,CO,49.45919371,243.0886879,CO,49.45919371,243.0886879,4496
Table 6,20074,44060,64500,"Key West, Florida, USA","Norfolk, Virginia, USA",912,18.26086957,282.3393452,DL,44.64285714,335.1077333,CO,10.71428571,214.9244444,4497
Table 6,20074,44060,66600,"Key West, Florida, USA","Orlando, Florida, USA",268,33.47826087,199.8584091,DL,58.44155844,202.0052778,US,22.72727273,185.7998571,4498
Table 6,20074,44060,69880,"Key West, Florida, USA","Philadelphia, Pennsylvania, USA",1121,45,250.0997343,US,34.7826087,264.8819444,AA,33.09178744,228.8970803,4499
Table 6,20074,44060,70470,"Key West, Florida, USA","Pittsburgh, Pennsylvania, USA",1102,13.26086957,281.2473771,US,38.52459016,258.8493617,AA,10.65573771,227.9938462,4500
Table 6,20074,44060,74830,"Key West, Florida, USA","Raleigh/Durham, North Carolina, USA",800,13.36956522,270.3921951,AA,57.72357724,263.4950704,AA,57.72357724,263.4950704,4501
Table 6,20074,44060,75820,"Key West, Florida, USA","Richmond, Virginia, USA",930,14.89130435,243.8210949,DL,54.74452555,250.544,CO,12.40875912,205.3852941,4502
Table 6,20074,44060,78460,"Key West, Florida, USA","St. Louis, Missouri, USA",1100,13.04347826,268.47275,AA,70,272.9280952,DL,13.33333333,241.2125,4503
Table 6,20074,44060,96460,"Key West, Florida, USA","Washington, D.C., USA",1023,55.54347826,262.3050098,AA,58.90410959,247.0992027,AA,58.90410959,247.0992027,4504
Table 6,20074,44550,48880,"Killeen, Texas, USA","Las Vegas, Nevada, USA",1056,27.06521739,216.5102811,AA,64.25702811,220.12025,CO,32.93172691,200.3991463,4505
Table 6,20074,44550,51410,"Killeen, Texas, USA","Los Angeles, California, USA",1216,16.08695652,239.3735811,AA,70.94594595,230.2396191,AA,70.94594595,230.2396191,4506
Table 6,20074,44550,57970,"Killeen, Texas, USA","Minneapolis/St.Paul, Minnesota, USA",985,10,251.1240217,AA,77.17391304,259.811831,AA,77.17391304,259.811831,4507
Table 6,20074,44550,62860,"Killeen, Texas, USA","Nashville, Tennessee, USA",731,10,247.2695652,AA,79.34782609,274.4493151,DL,18.47826087,137.3364706,4508
Table 6,20074,44550,63760,"Killeen, Texas, USA","New York, New York, USA",1496,42.06521739,252.6222481,AA,47.80361757,254.4004865,DL,11.11111111,224.5065116,4509
Table 6,20074,44550,66180,"Killeen, Texas, USA","Ontario, California, USA",1171,14.23913044,280.1267176,AA,55.72519084,314.4426027,CO,41.98473282,229.9363636,4510
Table 6,20074,44550,66600,"Killeen, Texas, USA","Orlando, Florida, USA",1007,20.76086957,240.3689005,AA,59.68586387,240.8083333,CO,31.93717278,215.9072131,4511
Table 6,20074,44550,69880,"Killeen, Texas, USA","Philadelphia, Pennsylvania, USA",1405,21.08695652,239.1906186,AA,56.70103093,267.235,CO,27.31958763,195.4930189,4512
Table 6,20074,44550,69980,"Killeen, Texas, USA","Phoenix, Arizona, USA",846,12.39130435,227.5326316,AA,56.14035088,243.9814063,CO,41.22807018,189.3910638,4513
Table 6,20074,44550,70470,"Killeen, Texas, USA","Pittsburgh, Pennsylvania, USA",1180,12.06521739,179.4036937,AA,52.25225225,172.047069,AA,52.25225225,172.047069,4514
Table 6,20074,44550,74830,"Killeen, Texas, USA","Raleigh/Durham, North Carolina, USA",1147,16.41304348,248.7392053,AA,69.53642384,255.3518095,CO,11.25827815,210.3311765,4515
Table 6,20074,44550,75820,"Killeen, Texas, USA","Richmond, Virginia, USA",1251,11.52173913,254.0576415,AA,59.43396226,294.6476191,DL,37.73584906,198.19875,4516
Table 6,20074,44550,78460,"Killeen, Texas, USA","St. Louis, Missouri, USA",678,14.45652174,212.726391,AA,96.2406015,212.6660938,CO,1.503759399,155.955,4517
Table 6,20074,44550,79520,"Killeen, Texas, USA","San Diego, California, USA",1142,10.32608696,241.3244211,AA,72.63157895,250.5378261,CO,25.2631579,200.7504167,4518
Table 6,20074,44550,82630,"Killeen, Texas, USA","Seattle, Washington, USA",1724,17.93478261,283.3432727,AA,66.06060606,298.6825688,CO,30.3030303,251.1654,4519
Table 6,20074,44550,87870,"Killeen, Texas, USA","Tampa, Florida, USA",945,15.54347826,218.9369231,CO,60.83916084,199.3994253,CO,60.83916084,199.3994253,4520
Table 6,20074,44550,91940,"Killeen, Texas, USA","Tucson, Arizona, USA",776,11.84782609,232.2275229,AA,86.23853211,239.5897872,CO,13.76146789,186.0906667,4521
Table 6,20074,44550,96460,"Killeen, Texas, USA","Washington, D.C., USA",1292,34.67391304,305.7816614,AA,72.4137931,324.7747619,CO,16.61442006,232.2362264,4522
Table 6,20074,44900,79812,"Kinston, North Carolina, USA","Sanford, Florida, USA",499,28.80434783,74.36735849,G4,100,74.36735849,G4,100,74.36735849,4523
Table 6,20074,45470,71790,"Klamath Falls, Oregon, USA","Portland, Oregon, USA",240,57.39130435,119.0451515,AS,98.86363636,118.069387,AS,98.86363636,118.069387,4524
Table 6,20074,45470,82630,"Klamath Falls, Oregon, USA","Seattle, Washington, USA",366,15.86956522,163.5470548,AS,95.89041096,164.2564286,AS,95.89041096,164.2564286,4525
Table 6,20074,45540,48880,"Knoxville, Tennessee, USA","Las Vegas, Nevada, USA",1740,169.0217391,184.4728424,G4,51.12540193,130.0726793,G4,51.12540193,130.0726793,4526
Table 6,20074,45540,50670,"Knoxville, Tennessee, USA","Little Rock, Arkansas, USA",471,13.47826087,201.7451613,DL,49.19354839,232.5016393,NW,37.09677419,169.0495652,4527
Table 6,20074,45540,51410,"Knoxville, Tennessee, USA","Los Angeles, California, USA",1949,135.7608696,196.3317694,DL,52.12169736,166.9322273,NW,13.45076061,151.0519643,4528
Table 6,20074,45540,53970,"Knoxville, Tennessee, USA","Manchester, New Hampshire, USA",831,12.7173913,237.9217949,US,58.97435897,257.1905797,NW,11.11111111,176.2646154,4529
Table 6,20074,45540,57180,"Knoxville, Tennessee, USA","Memphis, Tennessee, USA",342,15.65217391,180.3754167,US,47.91666667,179.6589855,NW,25,128.6644444,4530
Table 6,20074,45540,57560,"Knoxville, Tennessee, USA","Miami, Florida, USA",724,35.10869565,273.9678019,DL,63.46749226,266.7640976,DL,63.46749226,266.7640976,4531
Table 6,20074,45540,57850,"Knoxville, Tennessee, USA","Milwaukee, Wisconsin, USA",535,24.56521739,189.0540708,DL,43.36283186,189.0863265,NW,36.28318584,164.7760976,4532
Table 6,20074,45540,57970,"Knoxville, Tennessee, USA","Minneapolis/St.Paul, Minnesota, USA",792,39.13043478,280.0357778,NW,47.77777778,276.2989535,AA,10,236.8075,4533
Table 6,20074,45540,63580,"Knoxville, Tennessee, USA","New Orleans, Louisiana, USA",541,40.65217391,198.4179947,DL,46.52406417,196.7245402,NW,22.72727273,174.5328235,4534
Table 6,20074,45540,63760,"Knoxville, Tennessee, USA","New York, New York, USA",647,190.5434783,225.7429207,DL,61.55162578,224.252734,DL,61.55162578,224.252734,4535
Table 6,20074,45540,64500,"Knoxville, Tennessee, USA","Norfolk, Virginia, USA",441,20.32608696,246.6429947,US,47.05882353,271.4417046,UA,26.20320856,211.9561225,4536
Table 6,20074,45540,65420,"Knoxville, Tennessee, USA","Oakland, California, USA",2110,10.10869565,299.6053763,DL,24.7311828,302.316087,UA,15.05376344,253.4471429,4537
Table 6,20074,45540,65840,"Knoxville, Tennessee, USA","Oklahoma City, Oklahoma, USA",766,11.63043478,296.1628037,AA,43.92523365,311.0251064,NW,12.14953271,175.5615385,4538
Table 6,20074,45540,66060,"Knoxville, Tennessee, USA","Omaha, Nebraska, USA",747,21.41304348,230.1724873,DL,40.60913706,226.905375,UA,29.44162437,210.4231035,4539
Table 6,20074,45540,66180,"Knoxville, Tennessee, USA","Ontario, California, USA",1903,11.95652174,354.1428182,DL,38.18181818,404.0180952,CO,24.54545455,291.9955556,4540
Table 6,20074,45540,66600,"Knoxville, Tennessee, USA","Orlando, Florida, USA",532,137.3913044,199.4093592,DL,80.69620253,193.4013333,DL,80.69620253,193.4013333,4541
Table 6,20074,45540,69880,"Knoxville, Tennessee, USA","Philadelphia, Pennsylvania, USA",554,110.5434783,222.9638938,US,75.12291052,237.8938874,NW,11.79941003,146.3345833,4542
Table 6,20074,45540,69980,"Knoxville, Tennessee, USA","Phoenix, Arizona, USA",1599,54.45652174,271.4377645,DL,30.33932136,306.8163816,NW,11.9760479,204.1848333,4543
Table 6,20074,45540,70470,"Knoxville, Tennessee, USA","Pittsburgh, Pennsylvania, USA",382,36.84782609,240.3471976,US,45.42772861,248.1361688,DL,33.03834808,229.34,4544
Table 6,20074,45540,71790,"Knoxville, Tennessee, USA","Portland, Oregon, USA",2113,29.56521739,321.8162132,DL,44.48529412,325.9839669,CO,16.54411765,236.4588889,4545
Table 6,20074,45540,73020,"Knoxville, Tennessee, USA","Providence, Rhode Island, USA",791,22.39130435,235.5190291,US,65.04854369,227.4069403,US,65.04854369,227.4069403,4546
Table 6,20074,45540,74830,"Knoxville, Tennessee, USA","Raleigh/Durham, North Carolina, USA",293,21.73913044,277.25835,US,57,286.2442105,UA,13.5,245.1474074,4547
Table 6,20074,45540,75500,"Knoxville, Tennessee, USA","Reno, Nevada, USA",1965,11.95652174,296.0513636,AA,31.81818182,333.2088571,CO,12.72727273,264.8271429,4548
Table 6,20074,45540,75820,"Knoxville, Tennessee, USA","Richmond, Virginia, USA",389,11.84782609,292.8611009,US,55.04587156,298.642,DL,38.53211009,288.8702381,4549
Table 6,20074,45540,77850,"Knoxville, Tennessee, USA","Sacramento, California, USA",2068,24.56521739,270.7659735,DL,32.30088496,263.6023288,CO,15.92920354,262.4444444,4550
Table 6,20074,45540,78460,"Knoxville, Tennessee, USA","St. Louis, Missouri, USA",405,29.02173913,251.3479775,DL,47.19101124,279.4619048,UA,14.60674157,178.3807692,4551
Table 6,20074,45540,79070,"Knoxville, Tennessee, USA","Salt Lake City, Utah, USA",1552,29.67391304,317.7308425,DL,54.57875458,340.3479195,AA,12.45421245,259.4688235,4552
Table 6,20074,45540,79360,"Knoxville, Tennessee, USA","San Antonio, Texas, USA",947,42.60869565,242.119898,NW,24.23469388,195.3091579,NW,24.23469388,195.3091579,4553
Table 6,20074,45540,79520,"Knoxville, Tennessee, USA","San Diego, California, USA",1902,42.17391304,278.9801289,DL,34.79381443,288.5680741,CO,23.19587629,257.1396667,4554
Table 6,20074,45540,79812,"Knoxville, Tennessee, USA","Sanford, Florida, USA",511,145.5434783,87.43094847,G4,100,87.43094847,G4,100,87.43094847,4555
Table 6,20074,45540,79830,"Knoxville, Tennessee, USA","San Francisco, California, USA",2120,48.80434783,315.3854788,DL,33.63028953,314.9190729,CO,10.02227172,286.052,4556
Table 6,20074,45540,80050,"Knoxville, Tennessee, USA","San Jose, California, USA",2098,16.73913044,286.1244805,AA,31.81818182,284.5422449,DL,21.42857143,273.6906061,4557
Table 6,20074,45540,80650,"Knoxville, Tennessee, USA","Santa Ana, California, USA",1924,16.63043478,327.6926797,DL,39.86928105,327.172623,DL,39.86928105,327.172623,4558
Table 6,20074,45540,82630,"Knoxville, Tennessee, USA","Seattle, Washington, USA",2114,50.43478261,299.240625,DL,39.65517241,308.5730978,NW,11.42241379,266.1983019,4559
Table 6,20074,45540,86840,"Knoxville, Tennessee, USA","Syracuse, New York, USA",656,10.32608696,225.8063158,US,30.52631579,258.2617241,NW,22.10526316,183.5238095,4560
Table 6,20074,45540,87870,"Knoxville, Tennessee, USA","Tampa, Florida, USA",550,185.2173913,130.539419,G4,52.99295775,95.77462901,G4,52.99295775,95.77462901,4561
Table 6,20074,45540,91940,"Knoxville, Tennessee, USA","Tucson, Arizona, USA",1563,11.19565217,314.5962136,AA,47.57281553,294.2526531,AA,47.57281553,294.2526531,4562
Table 6,20074,45540,96460,"Knoxville, Tennessee, USA","Washington, D.C., USA",436,124.8913044,304.7344561,US,73.54221062,333.6817278,UA,13.7510879,184.8263924,4563
Table 6,20074,45540,97160,"Knoxville, Tennessee, USA","West Palm Beach, Florida, USA",670,29.45652174,241.7124723,DL,56.45756458,252.2128105,US,39.85239852,223.6327778,4564
Table 6,20074,47570,48880,"La Crosse, Wisconsin, USA","Las Vegas, Nevada, USA",1372,21.30434783,209.5213265,NW,69.89795918,228.709708,AA,27.04081633,152.4475472,4565
Table 6,20074,47570,51410,"La Crosse, Wisconsin, USA","Los Angeles, California, USA",1606,19.13043478,230.2870455,NW,58.52272727,207.5708738,NW,58.52272727,207.5708738,4566
Table 6,20074,47570,63760,"La Crosse, Wisconsin, USA","New York, New York, USA",922,28.15217391,225.9323166,NW,66.02316602,232.5921053,AA,29.72972973,204.2849351,4567
Table 6,20074,47570,66600,"La Crosse, Wisconsin, USA","Orlando, Florida, USA",1199,24.89130435,213.0110917,NW,85.15283843,207.8427692,NW,85.15283843,207.8427692,4568
Table 6,20074,47570,69980,"La Crosse, Wisconsin, USA","Phoenix, Arizona, USA",1328,19.89130435,210.6144262,NW,75.40983607,214.2794928,AA,24.59016393,199.3748889,4569
Table 6,20074,47570,79830,"La Crosse, Wisconsin, USA","San Francisco, California, USA",1678,13.04347826,219.5095833,NW,70,210.3311905,NW,70,210.3311905,4570
Table 6,20074,47570,82630,"La Crosse, Wisconsin, USA","Seattle, Washington, USA",1513,15,221.5507246,NW,82.60869565,224.1070175,AS,10.14492754,177.6985714,4571
Table 6,20074,47570,96460,"La Crosse, Wisconsin, USA","Washington, D.C., USA",815,21.19565217,173.6786154,NW,81.53846154,161.5852201,NW,81.53846154,161.5852201,4572
Table 6,20074,47710,48880,"Lafayette, Louisiana, USA","Las Vegas, Nevada, USA",1399,39.67391304,255.3110411,CO,75.34246575,261.0377455,AA,14.52054795,228.1411321,4573
Table 6,20074,47710,51410,"Lafayette, Louisiana, USA","Los Angeles, California, USA",1567,40.43478261,275.2716667,CO,75.80645161,278.5670922,CO,75.80645161,278.5670922,4574
Table 6,20074,47710,57180,"Lafayette, Louisiana, USA","Memphis, Tennessee, USA",354,12.82608696,267.7227966,NW,98.30508475,268.212069,NW,98.30508475,268.212069,4575
Table 6,20074,47710,63760,"Lafayette, Louisiana, USA","New York, New York, USA",1251,40,261.7014946,CO,60.32608696,278.7106306,NW,11.14130435,209.457561,4576
Table 6,20074,47710,66600,"Lafayette, Louisiana, USA","Orlando, Florida, USA",655,29.7826087,190.9930657,CO,57.66423358,206.0737342,NW,19.7080292,159.4107407,4577
Table 6,20074,47710,69880,"Lafayette, Louisiana, USA","Philadelphia, Pennsylvania, USA",1156,11.30434783,299.9463462,CO,63.46153846,316.1093939,NW,11.53846154,190.5833333,4578
Table 6,20074,47710,69980,"Lafayette, Louisiana, USA","Phoenix, Arizona, USA",1197,19.89130435,263.3078689,CO,86.8852459,264.7683648,DL,1.639344262,218.7533333,4579
Table 6,20074,47710,74830,"Lafayette, Louisiana, USA","Raleigh/Durham, North Carolina, USA",859,10.2173913,216.652766,DL,38.29787234,227.1625,NW,17.0212766,178.019375,4580
Table 6,20074,47710,77850,"Lafayette, Louisiana, USA","Sacramento, California, USA",1779,10.43478261,231.6358333,CO,85.41666667,232.7197561,AA,13.54166667,232.1423077,4581
Table 6,20074,47710,79070,"Lafayette, Louisiana, USA","Salt Lake City, Utah, USA",1337,10.10869565,320.5104301,CO,53.76344086,356.1848,AA,22.58064516,228,4582
Table 6,20074,47710,79360,"Lafayette, Louisiana, USA","San Antonio, Texas, USA",392,13.58695652,188.31992,CO,84,193.344381,AA,11.2,157.2364286,4583
Table 6,20074,47710,79520,"Lafayette, Louisiana, USA","San Diego, California, USA",1495,21.73913044,221.7813,CO,76.5,221.7373203,CO,76.5,221.7373203,4584
Table 6,20074,47710,80650,"Lafayette, Louisiana, USA","Santa Ana, California, USA",1535,10.54347826,272.3079381,CO,84.53608247,273.9360976,AA,13.40206186,264.1730769,4585
Table 6,20074,47710,82630,"Lafayette, Louisiana, USA","Seattle, Washington, USA",2002,16.19565217,264.5490604,CO,84.56375839,259.1987302,AA,10.06711409,242.9293333,4586
Table 6,20074,47710,87870,"Lafayette, Louisiana, USA","Tampa, Florida, USA",592,14.56521739,185.1892537,CO,78.35820896,189.0535238,DL,10.44776119,165.0421429,4587
Table 6,20074,47710,96460,"Lafayette, Louisiana, USA","Washington, D.C., USA",1038,26.73913044,261.9785772,CO,46.74796748,285.3023478,NW,15.85365854,188.0153846,4588
Table 6,20074,47970,48880,"Lake Charles, Louisiana, USA","Las Vegas, Nevada, USA",1333,11.84782609,253.3366973,CO,100,253.3366973,CO,100,253.3366973,4589
Table 6,20074,47970,63760,"Lake Charles, Louisiana, USA","New York, New York, USA",1311,12.17391304,319.6790179,CO,100,319.6790179,CO,100,319.6790179,4590
Table 6,20074,48400,48880,"Lansing, Michigan, USA","Las Vegas, Nevada, USA",1689,85.43478261,153.4885369,G4,73.02798982,130.6374739,G4,73.02798982,130.6374739,4591
Table 6,20074,48400,51410,"Lansing, Michigan, USA","Los Angeles, California, USA",1920,23.58695652,244.3022581,NW,55.76036866,236.0228926,DL,15.20737327,194.6060606,4592
Table 6,20074,48400,57970,"Lansing, Michigan, USA","Minneapolis/St.Paul, Minnesota, USA",455,36.52173913,252.7465774,NW,83.92857143,271.8170213,UA,13.98809524,156.6797872,4593
Table 6,20074,48400,62860,"Lansing, Michigan, USA","Nashville, Tennessee, USA",472,16.30434783,177.0527333,NW,81.33333333,165.3357377,NW,81.33333333,165.3357377,4594
Table 6,20074,48400,63760,"Lansing, Michigan, USA","New York, New York, USA",578,48.26086957,195.6765766,NW,68.91891892,200.3329412,UA,21.84684685,182.2679381,4595
Table 6,20074,48400,66600,"Lansing, Michigan, USA","Orlando, Florida, USA",1006,25,192.904087,NW,69.13043478,200.2937107,DL,20.43478261,166.9961702,4596
Table 6,20074,48400,69880,"Lansing, Michigan, USA","Philadelphia, Pennsylvania, USA",525,12.93478261,255.2568908,NW,76.47058824,267.9996703,UA,15.96638656,204.4278947,4597
Table 6,20074,48400,69980,"Lansing, Michigan, USA","Phoenix, Arizona, USA",1618,25.43478261,219.9475641,NW,82.90598291,217.2591753,DL,7.692307692,172.7622222,4598
Table 6,20074,48400,74830,"Lansing, Michigan, USA","Raleigh/Durham, North Carolina, USA",569,23.47826087,154.1922222,NW,72.22222222,147.283718,NW,72.22222222,147.283718,4599
Table 6,20074,48400,78460,"Lansing, Michigan, USA","St. Louis, Missouri, USA",411,14.13043478,184.8514615,NW,61.53846154,179.870625,DL,10.76923077,173.4228571,4600
Table 6,20074,48400,79520,"Lansing, Michigan, USA","San Diego, California, USA",1900,14.45652174,326.6415038,NW,48.87218045,263.8409231,NW,48.87218045,263.8409231,4601
Table 6,20074,48400,79812,"Lansing, Michigan, USA","Sanford, Florida, USA",983,113.3695652,111.9758389,G4,100,111.9758389,G4,100,111.9758389,4602
Table 6,20074,48400,79830,"Lansing, Michigan, USA","San Francisco, California, USA",2013,16.41304348,263.6436424,UA,54.30463576,269.950122,NW,31.12582782,262.7287234,4603
Table 6,20074,48400,82630,"Lansing, Michigan, USA","Seattle, Washington, USA",1854,20.54347826,269.5829101,NW,53.43915344,261.5080198,UA,37.56613757,260.3214085,4604
Table 6,20074,48400,87870,"Lansing, Michigan, USA","Tampa, Florida, USA",1031,80.97826087,134.2119732,G4,72.08053691,109.8492365,G4,72.08053691,109.8492365,4605
Table 6,20074,48400,96460,"Lansing, Michigan, USA","Washington, D.C., USA",479,63.36956522,149.746072,NW,78.38765009,144.8600219,NW,78.38765009,144.8600219,4606
Table 6,20074,48660,48880,"Laredo, Texas, USA","Las Vegas, Nevada, USA",1090,115.1086957,127.8876204,G4,91.0292729,117.9177178,G4,91.0292729,117.9177178,4607
Table 6,20074,48660,51410,"Laredo, Texas, USA","Los Angeles, California, USA",1205,13.69565217,282.2351587,AA,57.14285714,273.33875,AA,57.14285714,273.33875,4608
Table 6,20074,48660,63760,"Laredo, Texas, USA","New York, New York, USA",1717,22.5,266.0120773,CO,57.00483092,289.0254237,AA,34.29951691,223.4921127,4609
Table 6,20074,48660,66600,"Laredo, Texas, USA","Orlando, Florida, USA",1111,10.65217391,252.7622449,AA,58.16326531,238.1424561,AA,58.16326531,238.1424561,4610
Table 6,20074,48880,49750,"Las Vegas, Nevada, USA","Lewiston, Idaho, USA",717,15,200.3457971,DL,65.2173913,187.2272222,DL,65.2173913,187.2272222,4611
Table 6,20074,48880,49850,"Las Vegas, Nevada, USA","Lexington/Frankfort, Kentucky, USA",1686,55.54347826,236.666184,DL,48.33659491,240.9764777,NW,12.13307241,220.4408065,4612
Table 6,20074,48880,50370,"Las Vegas, Nevada, USA","Lincoln, Nebraska, USA",1048,71.52173913,129.3505623,G4,90.12158055,117.0155481,G4,90.12158055,117.0155481,4613
Table 6,20074,48880,50670,"Las Vegas, Nevada, USA","Little Rock, Arkansas, USA",1295,167.826087,186.5109003,WN,67.61658031,179.645728,WN,67.61658031,179.645728,4614
Table 6,20074,48880,51200,"Las Vegas, Nevada, USA","Long Beach, California, USA",231,544.5652174,87.26511776,B6,100,87.26511776,B6,100,87.26511776,4615
Table 6,20074,48880,51210,"Las Vegas, Nevada, USA","Islip/Long Island, New York, USA",2283,247.0652174,171.7607215,WN,98.19621645,170.0665233,WN,98.19621645,170.0665233,4616
Table 6,20074,48880,51410,"Las Vegas, Nevada, USA","Los Angeles, California, USA",236,2960.869565,105.7815404,WN,53.54992658,104.7493844,UA,15.17254038,104.306136,4617
Table 6,20074,48880,51510,"Las Vegas, Nevada, USA","Louisville, Kentucky, USA",1624,283.0434783,190.6301959,WN,61.55913979,184.4760262,WN,61.55913979,184.4760262,4618
Table 6,20074,48880,51640,"Las Vegas, Nevada, USA","Lubbock, Texas, USA",775,120.1086957,167.3588054,WN,94.11764706,166.1312981,WN,94.11764706,166.1312981,4619
Table 6,20074,48880,52470,"Las Vegas, Nevada, USA","Madison, Wisconsin, USA",1454,82.93478261,213.3528178,NW,38.0078637,228.1061724,AA,14.28571429,181.8531193,4620
Table 6,20074,48880,53970,"Las Vegas, Nevada, USA","Manchester, New Hampshire, USA",2356,254.8913044,190.5940171,WN,77.39872068,181.0116198,WN,77.39872068,181.0116198,4621
Table 6,20074,48880,56840,"Las Vegas, Nevada, USA","Medford, Oregon, USA",599,99.89130435,135.3933515,G4,52.01305767,89.3842887,G4,52.01305767,89.3842887,4622
Table 6,20074,48880,57180,"Las Vegas, Nevada, USA","Memphis, Tennessee, USA",1416,306.7391304,172.153207,NW,67.22182849,180.4691829,F9,20.44649185,129.7354246,4623
Table 6,20074,48880,57560,"Las Vegas, Nevada, USA","Miami, Florida, USA",2175,424.1304348,246.141143,AA,81.57355203,241.4123343,AA,81.57355203,241.4123343,4624
Table 6,20074,48880,57650,"Las Vegas, Nevada, USA","Midland/Odessa, Texas, USA",796,141.3043478,170.0636692,WN,95.53846154,167.646868,WN,95.53846154,167.646868,4625
Table 6,20074,48880,57850,"Las Vegas, Nevada, USA","Milwaukee, Wisconsin, USA",1524,819.1304348,158.4786651,YX,70.85987261,160.6771648,FL,17.6618896,137.6627198,4626
Table 6,20074,48880,57970,"Las Vegas, Nevada, USA","Minneapolis/St.Paul, Minnesota, USA",1300,1511.521739,156.7078995,NW,52.66072199,168.7233402,SY,23.01884079,135.6074227,4627
Table 6,20074,48880,58180,"Las Vegas, Nevada, USA","Mission/Mcallen, Texas, USA",1210,231.8478261,154.5333662,G4,82.93483357,138.6839514,G4,82.93483357,138.6839514,4628
Table 6,20074,48880,58220,"Las Vegas, Nevada, USA","Missoula, Montana, USA",750,170.7608696,118.3850477,G4,89.68809675,106.4206104,G4,89.68809675,106.4206104,4629
Table 6,20074,48880,58520,"Las Vegas, Nevada, USA","Mobile, Alabama, USA",1595,12.93478261,326.4058824,CO,40.33613445,310.7785417,AA,21.8487395,309.8411539,4630
Table 6,20074,48880,58580,"Las Vegas, Nevada, USA","Modesto, California, USA",338,13.91304348,133.7359375,UA,99.21875,133.7658268,UA,99.21875,133.7658268,4631
Table 6,20074,48880,58700,"Las Vegas, Nevada, USA","Moline, Illinois, USA",1377,139.2391304,122.7930991,FL,77.90788447,106.5231162,FL,77.90788447,106.5231162,4632
Table 6,20074,48880,59050,"Las Vegas, Nevada, USA","Monroe, Louisiana, USA",1342,16.95652174,222.0588462,CO,50.64102564,220.3220253,AA,34.61538462,217.435,4633
Table 6,20074,48880,59370,"Las Vegas, Nevada, USA","Montgomery, Alabama, USA",1662,22.39130435,233.3266019,DL,52.91262136,237.9744954,CO,21.3592233,222.42,4634
Table 6,20074,48880,61830,"Las Vegas, Nevada, USA","Myrtle Beach, South Carolina, USA",2053,51.73913044,245.8752311,US,46.8487395,263.8945292,DL,39.70588235,219.4961376,4635
Table 6,20074,48880,62860,"Las Vegas, Nevada, USA","Nashville, Tennessee, USA",1588,474.8913044,191.0424216,WN,80.13275349,185.2486947,F9,3.433279927,163.6229333,4636
Table 6,20074,48880,63360,"Las Vegas, Nevada, USA","New Bern, North Carolina, USA",2134,13.91304348,262.4633594,US,69.53125,280.522809,DL,28.125,209.205,4637
Table 6,20074,48880,63380,"Las Vegas, Nevada, USA","Newburgh, New York, USA",2227,30.2173913,210.7528058,FL,40.64748201,187.0497345,FL,40.64748201,187.0497345,4638
Table 6,20074,48880,63580,"Las Vegas, Nevada, USA","New Orleans, Louisiana, USA",1501,363.1521739,204.9631727,WN,52.67883867,206.2388693,CO,20.41304999,197.9192522,4639
Table 6,20074,48880,63680,"Las Vegas, Nevada, USA","Newport News/Wmsburg, Virginia, USA",2136,22.5,260.0932367,DL,35.74879227,268.6685135,FL,25.60386473,244.6371698,4640
Table 6,20074,48880,63760,"Las Vegas, Nevada, USA","New York, New York, USA",2248,3837.282609,240.3586412,CO,34.58346316,259.1582194,B6,24.21040705,214.3497555,4641
Table 6,20074,48880,64500,"Las Vegas, Nevada, USA","Norfolk, Virginia, USA",2155,251.1956522,205.2778364,WN,51.70921679,193.7869372,WN,51.70921679,193.7869372,4642
Table 6,20074,48880,65420,"Las Vegas, Nevada, USA","Oakland, California, USA",407,2085.978261,103.5055813,WN,86.59267365,103.9163191,AQ,2.70960346,90.91928846,4643
Table 6,20074,48880,65840,"Las Vegas, Nevada, USA","Oklahoma City, Oklahoma, USA",987,289.2391304,187.0844908,WN,57.00864337,187.0076269,US,11.19879745,165.035302,4644
Table 6,20074,48880,66060,"Las Vegas, Nevada, USA","Omaha, Nebraska, USA",1099,441.0869565,160.7835165,WN,76.12124199,156.8030981,US,7.318876294,151.9196296,4645
Table 6,20074,48880,66180,"Las Vegas, Nevada, USA","Ontario, California, USA",197,932.3913044,99.22567848,WN,97.55187689,98.88631453,WN,97.55187689,98.88631453,4646
